repository	scope	clone_group	ref	sha	ahead_main	behind_main	merged_into_main	date	subject
my-shtty-pi	remote	-	refs/heads/work/chrono-compact-scale-redesign	9a4d25a46f329bd91828a22a925e5de81c71eee4	0	20	yes	2026-08-23T10:35:56-07:00	fix(chrono-compact): close final review gaps
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agent/final-gate-agents-activity	5f43d9ce3698949315db07cbafb7ce315aafa816	1	71	no	2026-08-23T13:45:33-07:00	fix: guard Agent More and current mutations
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agent/final-gate-board	d14a0da0fc12a83210048966ecc03b7a47be6656	1	71	no	2026-08-23T13:39:23-07:00	fix: correct Board waits and narrow layout
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agent/final-gate-files	782f7f036468b4be851dba02fb2d88f39e5dd470	1	71	no	2026-08-23T13:41:51-07:00	fix: complete Files consumer keyboard and metadata contract
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agent/final-gate-render	765b0afa1f1731bc0caae21d25b37a8261ce50fd	1	71	no	2026-08-23T13:46:38-07:00	fix: separate Board and Activity render selections
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agent/final-gate-signals	c0dc6cc909b5d9a6eeec866d4a2c91accb63d506	1	71	no	2026-08-23T13:37:18-07:00	fix: complete Signals question contract
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agent/phase2-contract-agent-activity-overlay	9b3a10ceb4ca8c09e19c2f750a9025de557bbf49	1	76	no	2026-08-23T12:39:57-07:00	close Agent Board activity and overlay contracts
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agent/phase2-contract-files-consumer	59731ccb3cdcccd568bce9f716edae1b4c4a2062	1	76	no	2026-08-23T12:37:13-07:00	feat: close Files provider consumer contract
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agent/phase2-contract-question-board	b37ab2edaa829a6717a764629f8c7afe417a4ae9	1	76	no	2026-08-23T12:42:01-07:00	fix: close question board contracts
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agent/phase2-contract-render-qa	124c5222be536c12e129a8450ff1cafcbda3a992	1	76	no	2026-08-23T12:34:41-07:00	test: close render integration QA contracts
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agent/phase2-final-activity-agents	f30a92181ffd6ed07cab0970a9df51075e5edb50	2	88	no	2026-08-23T10:34:38-07:00	fix: align activity and agent action contracts
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agent/phase2-final-board	4969179a7b972b4baeee17ad63418efb2bf7cabc	2	88	no	2026-08-23T10:35:29-07:00	fix: align Board action contracts and routing
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agent/phase2-final-epipe	5815abaaf9a429812f41c73dae394aeae3bc30b3	0	88	yes	2026-08-23T10:17:00-07:00	refactor: define shared screen geometry contracts
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agent/phase2-final-files-screen	630bb92465b68fd936861ee3bf9a04d51a093bbf	2	88	no	2026-08-23T10:33:47-07:00	fix: align Files screen provider contracts
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agent/phase2-final-render-qa	0bf9e83fc0947d042b8ffef8d9437c91fa738d49	1	82	no	2026-08-23T11:00:20-07:00	feat: integrate final deck render surfaces
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agent/phase2-final-shell-overlay	b324ba7e1b20d84fe35b358ef1771e716cacef0e	1	88	no	2026-08-23T10:54:34-07:00	feat: unify deck overlays and shell header
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agent/unified-controls-groups	0ed0dc5a39f916dc28684d8c8847859eec8f4580	2	161	no	2026-08-11T19:19:19-07:00	Fix peer ask answers and tool ownership
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agent/unified-deck-tests	29b1e545668846849efbd55bd392aba951f47898	1	161	no	2026-08-11T18:58:13-07:00	feat(deck): add managed portfolio controls and smoke tests
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agent/unified-legacy-coordination	f0061bcc4ed07a3ac4b3b7c6036b5f97fc2f8a0d	1	161	no	2026-08-11T18:50:27-07:00	consolidate legacy orchestration support
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agent/unified-model-spawn	133f42947c0c3c1501e69b07a65c7445aa739474	1	161	no	2026-08-11T19:09:39-07:00	Add unified model and placement spawn policy
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agt-01kzs56z4kyc8ec357zj3rrbv0	8345439198f230684f31f4bcf7ea541e75459c82	0	170	yes	2026-08-11T11:37:20-07:00	Merge pull request #6 from JCFrags/project/official-cli-fix
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agt-01kzsep62rdy7t1pkyhdb8qkbf	b5f53d927a94a414e4d1a358a070ab40e59282c2	0	167	yes	2026-08-11T15:19:51-07:00	Merge pull request #7 from JCFrags/project/live-managed-result-fix
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agt-01kzsgq8zhc501xv50r90h9qzt	23c369baf6aca4965ce45835e32a522758ce5a1b	0	164	yes	2026-08-11T15:55:09-07:00	Merge pull request #8 from JCFrags/project/live-result-convergence-fix
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agt-01kzsgxsw52gekchd8yfn3ch4e	23c369baf6aca4965ce45835e32a522758ce5a1b	0	164	yes	2026-08-11T15:55:09-07:00	Merge pull request #8 from JCFrags/project/live-result-convergence-fix
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agt-01m0cf6stqz6h9438gmym05aw5	dcc67f6159129cadd43566c65200a4f09c88700e	1	143	no	2026-08-19T00:42:55-07:00	Add compact delegation and durable metadata projection
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/agt-01m0cfqdkn2aggh5r0ye3mh74h	26dee93b020c6cfdfe107fbda43b37f05696ae92	0	143	yes	2026-08-19T00:25:57-07:00	Merge pull request #12 from JCFrags/project/compact-delegation
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/backup/integration-pre-convergence-20260810-0856	63e223e16b17def60cf7137593839e45b046aa32	0	303	yes	2026-08-10T03:58:27-07:00	Merge pull request #1 from JCFrags/project/core-m0-m1
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/compat/herdr-082-adapter-identity	2994fdd0924fc142ca5c823f01e398e19810e4fb	0	126	yes	2026-08-20T11:18:46-07:00	fix(broker): bind managed control connection identity
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/compat/herdr-082-adapter-timeout	d8a62f352739730c3fe688410c7f22848d7d6a91	0	128	yes	2026-08-20T11:07:12-07:00	fix(broker): keep adapter timeout local
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/compat/herdr-082-close-replay	1f8a2a947b47b0e7b4c62f50e508d6cf400b1e4b	0	116	yes	2026-08-20T13:38:21-07:00	fix(close): preserve idempotency through restart replay
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/compat/herdr-082-close-shared-workspace	17b0197aa67d28ff5d4e19a30f6e2495fb61cd79	0	114	yes	2026-08-20T13:51:39-07:00	fix(close): allow absent panes in shared workspaces
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/compat/herdr-082-prompt-locality	71bd95d827978b03613f6c659afc77e7052c5582	0	124	yes	2026-08-20T11:41:55-07:00	fix(broker): keep prompt task controls local
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/compat/herdr-082-prompt-rebind	783e5df91863dab8c19dd4ae21db8a1f0ef5ed2b	0	122	yes	2026-08-20T11:58:18-07:00	fix(pi): rebind settled assignment for parent prompt
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/compat/herdr-082-question-wait	9e78038166a23ba0fd14d8dbb693d2d4498925ef	0	118	yes	2026-08-20T12:50:19-07:00	fix(parent): expose blocked question in agent wait
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/compat/herdr-082-settled-cycle	23192065bb4b9d50565f5aff23651bc64ed2ab17	0	120	yes	2026-08-20T12:23:14-07:00	fix(pi): retain settled assignment through parent prompt
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/compat/herdr-082-snapshot-key	26ffa6e31b46a5207591fd9fffcaa772902b07e5	0	130	yes	2026-08-20T10:50:29-07:00	fix(broker): separate persistent snapshot authentication
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/deploy/adopted-root-rebind-recovery	79046614e870088b832f9dd1d98495e16cfd9345	13	0	no	2026-09-01T08:32:54-07:00	Recover adopted lineage after terminal replacement
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/feat/agent-board-product-consolidation	591f1bb7f82896818964663173f994b74bfc0f50	0	61	yes	2026-08-23T14:27:12-07:00	refactor: centralize Signals presentation parsing
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/fix/adopted-root-rebind	47cee2d0a6dbca46466837acdb028e213c260dee	25	0	no	2026-09-01T07:38:22-07:00	Fix adopted root rebind after terminal replacement
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/fix/broker-owned-tab-cleanup-20260828	0036e055c6cd0bc5fdad132f476bd978b30cf9b0	0	8	yes	2026-08-28T12:53:06-07:00	fix: close dedicated broker agent tabs
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/fix/broker-suffix-replay-stall-20260829	98ff76716c0281dd0ee8b2f538c824e836122ff0	0	6	yes	2026-08-29T19:24:44-07:00	fix: bound broker suffix replay work
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/fix/completion-driven-runtime	e206d2db6b92ed547eb4aed102bac246e883630b	15	0	no	2026-08-31T22:48:20-07:00	Use completion-driven managed agent runtime
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/fix/deck-visible-render-gate	88903b5fd6bc2591a7ba171cbcd8ab5a4f7c5839	0	95	yes	2026-08-22T23:03:52-07:00	Fail closed on ambiguous provider panes
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/fix/model-options-available-list-20260829	dff143c10bd7012dcab1ab4f96d967980dcc1809	0	5	yes	2026-08-29T20:03:27-07:00	fix: show only available agent models
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/fix/model-options-five-star-ratings-20260829	e694bf4dc6828b5638fde714151582454ab9278d	0	4	yes	2026-08-29T20:57:45-07:00	feat: add five-star model ratings
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/fix/model-options-no-default-disclosure-20260828	78696e56e449e066cb660ecf6ae5ad9033d277ab	0	7	yes	2026-08-28T14:32:46-07:00	fix: hide default agent model selection
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/fix/orchestrate-wait-until-finish	f825b2d1e879010714ae7b0dda1ffb913792747b	15	0	no	2026-08-31T22:48:56-07:00	feat: add durable task steering
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/integrate/concurrent-orchestrator-20260901	747d97c426de1ff3b901438bcdc28184e83100ca	23	0	no	2026-08-31T23:40:24-07:00	Merge final package staging guidance
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/integrate/recent-work-final-snapshot	aaa010008231ad31926337fa35ff096e40be1867	14	0	no	2026-08-31T23:19:49-07:00	feat: expose bounded recent agent work
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/integrate/recent-work-snapshot	4f0dce52402af009425c5f174b5b214f2c9135d4	14	0	no	2026-08-31T23:14:59-07:00	feat: expose bounded recent agent work
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/integration/pi-herdr-orchestrator-001	5c53efe87bbeb9536b86676f08295d349f5b1f11	0	189	yes	2026-08-11T00:13:25-07:00	Merge GitHub CI portability correction
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/main	14786f1192faae7f163b355cb6955db70b1a1b24	24	0	no	2026-08-31T23:42:52-07:00	Merge concurrent orchestrator runtime work
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/broker-client-capacity-64	7a72cd6d3163059ec7f2ae424de282714d1af152	0	112	yes	2026-08-20T15:10:25-07:00	Raise broker client capacity to 64
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/ci-portability-fix	ea751dd5ace5028eec3a457239c0ba060e8f6aaf	0	190	yes	2026-08-11T00:05:41-07:00	test: make extension reload CI-portable
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/compact-accept-fix	1bd158d751cbd0a6ed4ab64f3fede0988bf8fe4c	0	136	yes	2026-08-19T22:02:05-07:00	fix compact acceptance tool schema
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/compact-delegation	d4139cd00782e09eb2edb7c1afc4542e712f74d8	0	144	yes	2026-08-19T00:18:55-07:00	fix: update deck for Pi TUI alternate screen API
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/compact-metadata	11bd3c00ee75e5b8c42cea905fd5c8d38f4ff713	0	141	yes	2026-08-19T20:49:53-07:00	Complete compact delegation lifecycle metadata
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/compact-release-fix	4b5ad1444da4f08da2f0fcac20c292e4ec7e590a	0	138	yes	2026-08-19T21:44:26-07:00	fix compact release blockers
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/compact-review-fix	e915de28a8300ffe8792ac38a0487c038a50e05d	0	139	yes	2026-08-19T21:21:57-07:00	bind compact parent policy context
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/compact-rollback-env-fix	97576d0a3d7b8dac8ec42cc691affb4316f9a238	0	134	yes	2026-08-19T22:22:04-07:00	forward compact rollback switch to broker
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/converge-deck	1fbb58198c3d9dcf8ec4b648e0c00e47a59edf8c	0	225	yes	2026-08-10T09:20:29-07:00	fix: wire deck entry to authenticated broker
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/converge-domain	fa1ac1d38ee077f297c6ad689a4c6fcd5bff1e8e	0	213	yes	2026-08-10T18:57:53-07:00	fix: preserve domain release failures
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/converge-ops	874d30a88d19a4f6bbdfad3bef6d5fbb3750196f	0	224	yes	2026-08-10T09:35:29-07:00	Validate separate M7 operation evidence
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/converge-pi-tools	770f5d617311f1aa9bd030fa5fec0c160318fac5	0	219	yes	2026-08-10T12:12:59-07:00	Fix Pi socket errors and early question terminalization
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/core-m0-m1	c7ff47df5b4b8a67432fbd4f257e9a1695b442c1	0	304	yes	2026-08-10T03:51:17-07:00	fix: authenticate snapshot state binding
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/herdr-m2	e1d47b154f3d61bf08ec8e9d901c433ff63106eb	0	283	yes	2026-08-10T07:56:45-07:00	canonicalize herdr retention admission root
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/integration-isolation-fix	fb2f61a2df2cc33a0b97be81c1e484295a34545f	0	194	yes	2026-08-10T22:19:23-07:00	fix: reject ambiguous retained worktrees
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/lifecycle-cancel-fix	b7547803d4f69e49ba3a7f1932461a2c926dc3e2	13	0	no	2026-08-31T19:52:47-07:00	Wait for quiescence after question cancellation
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/live-env-fix	44bd999f26356a2f2d8a01efd3b662813c96e9a9	0	176	yes	2026-08-11T10:24:34-07:00	fix: validate the running broker binary on reuse
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/live-managed-result-fix	fc56b05bdc2360b7fb86a8af7e0e650a9f33a3e2	0	168	yes	2026-08-11T15:14:21-07:00	fix(pi): retain managed active tools after connect
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/live-result-convergence-fix	445f2006c8981cc7fdb6f258a0b195983aec4b1a	0	165	yes	2026-08-11T15:49:20-07:00	fix(pi): bound agent wait deadline
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/live-startup-fix	6aa2b35e4836a802229ca1c7b2630242a7c4b5bb	0	179	yes	2026-08-11T05:01:13-07:00	fix: tolerate completed startup unlink readers
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m3-controls	1c31ab0ea8c44cdfb909895c5b8ac25628633b65	1	283	no	2026-08-10T08:11:45-07:00	feat(pi): add authorized parent tool helpers
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m3-integration	dea42f563470d595cedf63b119e60e9641ca441d	2	283	no	2026-08-10T08:32:27-07:00	test(m3): cover fake Pi broker lifecycle
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m3-pi	4e5764fbd932d80b92a82c75ad391074e10931fa	0	275	yes	2026-08-10T08:39:15-07:00	test(m3): update parent authentication safety contract
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m3-registration	7d6110ff16f53e247d0043f54ebe615a0451f0af	1	283	no	2026-08-10T08:10:16-07:00	feat(m3): add Pi registration and state reporter
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m3-schemas	bd8abf7db82bd3b30ad2a5798266db35f680c949	1	283	no	2026-08-10T08:13:03-07:00	feat(m3): add agent and assignment schemas
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m4-artifact-tests	6751112c6cd25421e83dfb9635ce03cc25473f29	1	282	no	2026-08-10T08:14:50-07:00	test: add M4 artifact security coverage
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m4-integration-tests	64b4eef86cfd2f5705f7a1e9c13a84937b971f09	1	282	no	2026-08-10T08:22:44-07:00	test: add M4 results integration coverage
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m4-question-tests	3ce31109845568564ace72d4405ea169bac09cb8	1	282	no	2026-08-10T08:19:08-07:00	test: cover M4 question races
my-shtty-pi-herdr-deck	local	my-shtty-pi-herdr-deck-10134c7fd4	refs/heads/project/m4-results	61343381ce2d63ccc1529623ae6d9a25b96c2366	0	278	yes	2026-08-10T08:31:29-07:00	Record M4 result and question traceability
